,SCIAN,MUN,genero,ocupacion,edad_num,edad_cat,sector,escolaridad,informal,municipio
294,14,21,F,independiente,66,"[65, 131)",Servicios,Carrera técnica o preparatoria,0,escobedo
295,15,21,H,trabajador,37,"[25, 50)",Servicios,Licenciatura,0,escobedo
296,10,21,H,trabajador,32,"[25, 50)",Servicios,Licenciatura,1,escobedo
297,9,21,F,trabajador,57,"[50, 60)",Otro,Carrera técnica o preparatoria,1,escobedo
298,12,21,F,trabajador,70,"[65, 131)",Servicios,Primaria o Secundaria,1,escobedo
299,7,21,H,trabajador,18,"[18, 25)",Comercio,Carrera técnica o preparatoria,1,escobedo
300,5,6,F,trabajador,29,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
301,8,6,F,trabajador,35,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,apodaca
302,5,6,H,trabajador,44,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,apodaca
303,19,6,H,trabajador,44,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,apodaca
304,7,6,F,trabajador,41,"[25, 50)",Comercio,Primaria o Secundaria,0,apodaca
305,5,6,H,trabajador,22,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,apodaca
306,5,6,F,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,apodaca
307,16,6,F,trabajador,20,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,apodaca
308,5,6,H,trabajador,55,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,apodaca
309,5,6,F,trabajador,53,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,apodaca
310,5,6,H,trabajador,21,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,apodaca
311,7,6,F,independiente,19,"[18, 25)",Comercio,Primaria o Secundaria,1,apodaca
312,5,6,F,trabajador,41,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,apodaca
313,12,6,H,trabajador,35,"[25, 50)",Servicios,Licenciatura,0,apodaca
314,5,6,H,trabajador,22,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
315,18,6,F,trabajador,25,"[25, 50)",Servicios,Primaria o Secundaria,1,apodaca
316,5,6,H,trabajador,47,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,apodaca
317,5,6,H,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,apodaca
318,8,6,H,trabajador,40,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,apodaca
319,5,21,H,trabajador,32,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,escobedo
320,5,21,H,trabajador,41,"[25, 50)",Industria manufacturera,Licenciatura,0,escobedo
321,8,21,F,trabajador,37,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,escobedo
322,7,21,F,independiente,53,"[50, 60)",Comercio,Licenciatura,1,escobedo
323,19,21,H,trabajador,27,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,escobedo
324,8,21,H,independiente,45,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,1,escobedo
325,5,21,F,trabajador,43,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
326,8,21,H,trabajador,22,"[18, 25)",Transporte y comunicaciones,Primaria o Secundaria,0,escobedo
327,8,21,H,independiente,38,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,1,escobedo
328,8,31,F,trabajador,32,"[25, 50)",Transporte y comunicaciones,Licenciatura,0,juarez
329,12,31,H,trabajador,36,"[25, 50)",Servicios,Licenciatura,0,juarez
330,20,31,F,trabajador,22,"[18, 25)",Gobierno,Carrera técnica o preparatoria,0,juarez
331,19,26,F,trabajador,50,"[50, 60)",Servicios,Primaria o Secundaria,1,guadalupe
332,10,26,H,trabajador,42,"[25, 50)",Servicios,Licenciatura,0,guadalupe
333,5,26,F,trabajador,29,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
334,5,26,F,trabajador,49,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
335,7,26,H,trabajador,20,"[18, 25)",Comercio,Licenciatura,0,guadalupe
336,6,26,H,trabajador,43,"[25, 50)",Comercio,Licenciatura,0,guadalupe
337,8,26,H,independiente,41,"[25, 50)",Transporte y comunicaciones,Licenciatura,1,guadalupe
338,4,39,H,trabajador,67,"[65, 131)",Construcción,Postgrado,0,monterrey
339,16,39,F,trabajador,32,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,monterrey
340,10,39,H,trabajador,34,"[25, 50)",Servicios,Licenciatura,0,monterrey
341,20,39,H,trabajador,57,"[50, 60)",Gobierno,Licenciatura,0,monterrey
342,6,39,H,trabajador,26,"[25, 50)",Comercio,Licenciatura,0,monterrey
343,7,48,H,trabajador,35,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,santa_catarina
344,8,48,H,trabajador,50,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,0,santa_catarina
345,7,48,F,independiente,45,"[25, 50)",Comercio,Primaria o Secundaria,1,santa_catarina
346,5,48,H,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,santa_catarina
347,6,48,H,trabajador,39,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,santa_catarina
348,5,48,H,trabajador,34,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,santa_catarina
349,15,48,F,trabajador,35,"[25, 50)",Servicios,Licenciatura,0,santa_catarina
350,20,48,H,trabajador,36,"[25, 50)",Gobierno,Primaria o Secundaria,0,santa_catarina
351,16,48,F,trabajador,35,"[25, 50)",Servicios,Licenciatura,0,santa_catarina
352,5,48,H,trabajador,48,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
353,19,48,F,trabajador,43,"[25, 50)",Servicios,Primaria o Secundaria,1,santa_catarina
354,8,48,H,trabajador,34,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,santa_catarina
355,8,48,H,trabajador,46,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,santa_catarina
356,18,48,F,trabajador,22,"[18, 25)",Servicios,Primaria o Secundaria,0,santa_catarina
357,8,48,H,trabajador,47,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,santa_catarina
358,19,48,F,trabajador,46,"[25, 50)",Servicios,Primaria o Secundaria,1,santa_catarina
359,7,48,H,trabajador,48,"[25, 50)",Comercio,Primaria o Secundaria,0,santa_catarina
360,5,48,F,trabajador,26,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
361,5,48,H,trabajador,48,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,santa_catarina
362,18,48,F,trabajador,46,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,santa_catarina
363,15,48,F,trabajador,22,"[18, 25)",Servicios,Licenciatura,0,santa_catarina
364,5,49,F,trabajador,32,"[25, 50)",Industria manufacturera,Licenciatura,0,santiago
365,4,49,H,independiente,57,"[50, 60)",Construcción,Licenciatura,1,santiago
366,7,49,F,trabajador,30,"[25, 50)",Comercio,Licenciatura,1,santiago
367,12,49,H,trabajador,56,"[50, 60)",Servicios,Licenciatura,0,santiago
368,15,49,H,trabajador,26,"[25, 50)",Servicios,Licenciatura,0,santiago
369,5,49,H,trabajador,24,"[18, 25)",Industria manufacturera,Licenciatura,0,santiago
370,20,49,H,trabajador,43,"[25, 50)",Gobierno,Carrera técnica o preparatoria,0,santiago
371,18,49,F,trabajador,40,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,santiago
372,5,21,H,trabajador,64,"[60, 65)",Industria manufacturera,Primaria o Secundaria,0,escobedo
373,19,21,F,trabajador,41,"[25, 50)",Servicios,Primaria o Secundaria,1,escobedo
374,5,21,H,trabajador,26,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
375,5,21,H,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,escobedo
376,19,21,F,independiente,59,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,escobedo
377,11,21,F,trabajador,25,"[25, 50)",Servicios,Licenciatura,0,escobedo
378,5,21,F,trabajador,24,"[18, 25)",Industria manufacturera,Licenciatura,0,escobedo
379,18,21,H,independiente,77,"[65, 131)",Servicios,Primaria o Secundaria,1,escobedo
380,8,21,H,trabajador,27,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,escobedo
381,5,21,H,trabajador,39,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
382,5,21,H,trabajador,19,"[18, 25)",Industria manufacturera,Licenciatura,0,escobedo
383,7,21,H,trabajador,34,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,escobedo
384,7,21,F,trabajador,25,"[25, 50)",Comercio,Licenciatura,0,escobedo
385,8,19,H,trabajador,54,"[50, 60)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,san_pedro
386,15,19,H,trabajador,71,"[65, 131)",Servicios,Primaria o Secundaria,0,san_pedro
387,7,19,F,trabajador,28,"[25, 50)",Comercio,Licenciatura,0,san_pedro
388,15,19,F,trabajador,20,"[18, 25)",Servicios,Licenciatura,1,san_pedro
389,7,19,H,trabajador,26,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,san_pedro
390,5,19,H,trabajador,47,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,san_pedro
391,18,19,F,trabajador,35,"[25, 50)",Servicios,Primaria o Secundaria,1,san_pedro
392,19,19,H,trabajador,28,"[25, 50)",Servicios,Primaria o Secundaria,1,san_pedro
393,19,19,H,trabajador,18,"[18, 25)",Servicios,Primaria o Secundaria,1,san_pedro
394,19,19,H,trabajador,17,"[15, 18)",Servicios,Primaria o Secundaria,1,san_pedro
395,18,26,F,trabajador,50,"[50, 60)",Servicios,Primaria o Secundaria,1,guadalupe
396,15,26,H,trabajador,28,"[25, 50)",Servicios,Licenciatura,1,guadalupe
397,15,26,F,trabajador,55,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,guadalupe
398,7,26,H,trabajador,56,"[50, 60)",Comercio,Primaria o Secundaria,0,guadalupe
399,19,26,F,trabajador,54,"[50, 60)",Servicios,Primaria o Secundaria,1,guadalupe
400,10,26,H,trabajador,26,"[25, 50)",Servicios,Licenciatura,0,guadalupe
401,19,26,H,trabajador,56,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,guadalupe
402,16,26,F,trabajador,22,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,guadalupe
403,8,26,H,trabajador,44,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,guadalupe
404,5,26,H,trabajador,19,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
405,5,46,H,trabajador,54,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,san_nicolas
406,5,46,H,trabajador,26,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,san_nicolas
407,5,46,H,trabajador,27,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
408,5,46,F,trabajador,25,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
409,15,46,H,trabajador,59,"[50, 60)",Servicios,Postgrado,0,san_nicolas
410,15,46,H,trabajador,68,"[65, 131)",Servicios,Licenciatura,0,san_nicolas
411,18,39,F,independiente,43,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,monterrey
412,7,39,H,trabajador,42,"[25, 50)",Comercio,Sin Instrucción,0,monterrey
413,7,39,H,trabajador,44,"[25, 50)",Comercio,Licenciatura,0,monterrey
414,8,39,H,independiente,29,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,1,monterrey
415,14,39,F,trabajador,29,"[25, 50)",Servicios,Licenciatura,0,monterrey
416,7,39,F,trabajador,29,"[25, 50)",Comercio,Licenciatura,0,monterrey
417,16,39,F,trabajador,36,"[25, 50)",Servicios,Licenciatura,0,monterrey
418,7,39,F,trabajador,72,"[65, 131)",Comercio,Primaria o Secundaria,1,monterrey
419,20,39,F,trabajador,42,"[25, 50)",Gobierno,Licenciatura,0,monterrey
420,16,39,F,trabajador,40,"[25, 50)",Servicios,Licenciatura,1,monterrey
421,7,39,F,independiente,59,"[50, 60)",Comercio,Licenciatura,1,monterrey
422,7,39,F,trabajador,19,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,monterrey
423,15,39,H,trabajador,60,"[60, 65)",Servicios,Licenciatura,0,monterrey
424,6,46,H,trabajador,24,"[18, 25)",Comercio,Primaria o Secundaria,0,san_nicolas
425,5,46,F,trabajador,47,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
426,4,46,H,independiente,51,"[50, 60)",Construcción,Primaria o Secundaria,1,san_nicolas
427,5,46,H,trabajador,27,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
428,5,46,H,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
429,14,46,H,trabajador,49,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
430,5,46,H,trabajador,24,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
431,19,46,F,trabajador,46,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
432,18,46,F,trabajador,23,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,san_nicolas
433,4,46,H,trabajador,41,"[25, 50)",Construcción,Carrera técnica o preparatoria,0,san_nicolas
434,18,46,F,trabajador,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,san_nicolas
435,15,46,F,trabajador,60,"[60, 65)",Servicios,Carrera técnica o preparatoria,0,san_nicolas
436,4,46,H,independiente,65,"[65, 131)",Construcción,Primaria o Secundaria,1,san_nicolas
437,19,46,H,trabajador,56,"[50, 60)",Servicios,Licenciatura,1,san_nicolas
438,19,46,F,trabajador,53,"[50, 60)",Servicios,Primaria o Secundaria,1,san_nicolas
439,5,46,H,independiente,49,"[25, 50)",Industria manufacturera,Licenciatura,0,san_nicolas
440,16,46,F,trabajador,52,"[50, 60)",Servicios,Postgrado,0,san_nicolas
441,5,46,H,trabajador,54,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,san_nicolas
442,7,31,F,independiente,60,"[60, 65)",Comercio,Primaria o Secundaria,1,juarez
443,19,31,H,trabajador,34,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
444,7,31,H,trabajador,43,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,juarez
445,8,31,H,trabajador,42,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,juarez
446,7,31,F,otro,54,"[50, 60)",Comercio,Carrera técnica o preparatoria,1,juarez
447,10,31,H,trabajador,20,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,juarez
448,18,48,F,trabajador,43,"[25, 50)",Servicios,Primaria o Secundaria,1,santa_catarina
449,20,48,F,trabajador,23,"[18, 25)",Gobierno,Licenciatura,1,santa_catarina
450,4,48,H,trabajador,41,"[25, 50)",Construcción,Primaria o Secundaria,0,santa_catarina
451,7,48,F,independiente,41,"[25, 50)",Comercio,Primaria o Secundaria,1,santa_catarina
452,9,48,H,trabajador,24,"[18, 25)",Otro,Carrera técnica o preparatoria,1,santa_catarina
453,19,48,H,trabajador,23,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,santa_catarina
454,7,48,F,otro,14,"[12, 15)",Comercio,Primaria o Secundaria,1,santa_catarina
455,4,48,H,trabajador,45,"[25, 50)",Construcción,Carrera técnica o preparatoria,0,santa_catarina
456,5,48,H,trabajador,52,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,santa_catarina
457,18,48,F,trabajador,51,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,santa_catarina
458,16,48,F,trabajador,29,"[25, 50)",Servicios,Licenciatura,0,santa_catarina
459,7,21,H,independiente,47,"[25, 50)",Comercio,Primaria o Secundaria,0,escobedo
460,7,21,F,trabajador,46,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,escobedo
461,7,21,H,trabajador,27,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,escobedo
462,9,21,F,trabajador,26,"[25, 50)",Otro,Primaria o Secundaria,0,escobedo
463,7,21,H,trabajador,56,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,escobedo
464,14,21,H,trabajador,22,"[18, 25)",Servicios,Licenciatura,0,escobedo
465,5,21,H,trabajador,49,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,escobedo
466,7,21,H,trabajador,22,"[18, 25)",Comercio,Licenciatura,0,escobedo
467,5,21,H,trabajador,43,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,escobedo
468,5,21,H,trabajador,22,"[18, 25)",Industria manufacturera,Licenciatura,0,escobedo
469,16,26,H,trabajador,51,"[50, 60)",Servicios,Carrera técnica o preparatoria,0,guadalupe
470,19,26,H,trabajador,23,"[18, 25)",Servicios,Primaria o Secundaria,0,guadalupe
471,5,26,H,trabajador,41,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
472,5,26,H,trabajador,21,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,guadalupe
473,5,26,H,trabajador,44,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,guadalupe
474,19,26,H,trabajador,36,"[25, 50)",Servicios,Primaria o Secundaria,0,guadalupe
475,6,26,H,trabajador,30,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,guadalupe
476,12,26,F,trabajador,28,"[25, 50)",Servicios,Licenciatura,0,guadalupe
477,8,31,H,trabajador,36,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,juarez
478,7,31,H,trabajador,15,"[15, 18)",Comercio,Primaria o Secundaria,1,juarez
479,5,31,H,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,juarez
480,5,31,F,trabajador,23,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,juarez
481,14,31,H,trabajador,40,"[25, 50)",Servicios,Primaria o Secundaria,0,juarez
482,5,31,H,trabajador,22,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,juarez
483,5,31,H,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,juarez
484,7,31,F,trabajador,18,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,juarez
485,12,39,H,independiente,45,"[25, 50)",Servicios,Licenciatura,1,monterrey
486,16,39,H,independiente,60,"[60, 65)",Servicios,Licenciatura,0,monterrey
487,15,39,F,trabajador,60,"[60, 65)",Servicios,Licenciatura,0,monterrey
488,17,39,H,trabajador,38,"[25, 50)",Servicios,Licenciatura,0,monterrey
489,15,39,F,trabajador,34,"[25, 50)",Servicios,Licenciatura,0,monterrey
490,7,39,H,trabajador,35,"[25, 50)",Comercio,Licenciatura,0,monterrey
491,4,39,F,trabajador,33,"[25, 50)",Construcción,Licenciatura,0,monterrey
492,12,39,H,independiente,39,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,monterrey
493,12,39,H,trabajador,35,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,monterrey
494,14,39,H,trabajador,40,"[25, 50)",Servicios,Licenciatura,0,monterrey
495,19,39,F,independiente,36,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,monterrey
496,19,39,H,trabajador,49,"[25, 50)",Servicios,Primaria o Secundaria,1,monterrey
497,7,39,F,trabajador,48,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,monterrey
498,17,39,F,trabajador,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,monterrey
499,17,39,H,trabajador,21,"[18, 25)",Servicios,Licenciatura,0,monterrey
500,7,39,H,trabajador,51,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,monterrey
501,15,39,F,trabajador,46,"[25, 50)",Servicios,Postgrado,0,monterrey
502,18,46,H,trabajador,51,"[50, 60)",Servicios,Primaria o Secundaria,1,san_nicolas
503,18,46,F,trabajador,29,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
504,8,46,H,independiente,44,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,1,san_nicolas
505,7,46,H,trabajador,41,"[25, 50)",Comercio,Primaria o Secundaria,0,san_nicolas
506,17,46,F,trabajador,25,"[25, 50)",Servicios,Primaria o Secundaria,0,san_nicolas
507,14,46,H,trabajador,28,"[25, 50)",Servicios,Primaria o Secundaria,0,san_nicolas
508,4,46,H,trabajador,44,"[25, 50)",Construcción,Primaria o Secundaria,1,san_nicolas
509,5,46,F,trabajador,46,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
510,8,46,H,trabajador,72,"[65, 131)",Transporte y comunicaciones,Primaria o Secundaria,1,san_nicolas
511,19,46,H,independiente,46,"[25, 50)",Servicios,Primaria o Secundaria,1,san_nicolas
512,4,46,H,trabajador,42,"[25, 50)",Construcción,Primaria o Secundaria,1,san_nicolas
513,5,46,F,trabajador,55,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,1,san_nicolas
514,14,46,H,trabajador,21,"[18, 25)",Servicios,Licenciatura,0,san_nicolas
515,6,46,F,trabajador,24,"[18, 25)",Comercio,Licenciatura,0,san_nicolas
516,5,46,H,trabajador,36,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,san_nicolas
517,19,46,H,trabajador,23,"[18, 25)",Servicios,Licenciatura,1,san_nicolas
518,20,49,H,trabajador,53,"[50, 60)",Gobierno,Licenciatura,0,santiago
519,12,49,F,trabajador,41,"[25, 50)",Servicios,Licenciatura,0,santiago
520,18,49,H,trabajador,28,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,santiago
521,19,49,H,trabajador,49,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,santiago
522,15,49,F,trabajador,52,"[50, 60)",Servicios,Licenciatura,0,santiago
523,12,6,H,trabajador,67,"[65, 131)",Servicios,Carrera técnica o preparatoria,1,apodaca
524,15,6,F,trabajador,59,"[50, 60)",Servicios,Licenciatura,0,apodaca
525,19,6,F,independiente,49,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,apodaca
